title,date,author,text
Apple reportedly ups TV spending by $5 billion to compete with Amazon and Netflix,"
          Aug 19, 2019,  7:38pm EDT
        ",Nick Statt,"Apple has reportedly committed an eye-popping $5 billion dollars more to its original video content budget in a bid to better compete with Amazon, Disney, HBO, Netflix, and Hulu, according to a ,. ,The company had , for former Sony Pictures Television executives Jamie Erlicht and Zack Van Amburg to court well-known creators and Hollywood stars to its platform. According to the ,, that number has jumped to $6 billion as more shows have moved through production and budgets have ballooned. ,One production — a high-profile comedy-drama about morning television featuring Jennifer Aniston, Reese Witherspoon, and Steve Carrell ,has cost Apple hundreds of millions of dollars, the ,reports. Separately, , that Apple is spending $300 million on just the first two seasons of the show. ,That makes it more expensive on a per episode basis than ,, which enjoyed a budget of roughly $15 million per episode and ranks as the most expensive season of television ever. Another ludicrously expensive production is the sci-fi show ,, featuring ,’s Jason Momoa, which , costs $15 million per episode, making it more expensive than the final season of ,, as well. ,Apple’s willingness to immediately match what Netflix was spending annually on original content just a couple of years ago shows how intense the streaming wars are poised to become in the coming months and years. ,, anchored by ,and a suite of other programming with big names like , and ,. The company’s services chief Eddy Cue has said the company , than its soon-to-be rivals, with a prioritization on quality over quantity. ,However, Apple will be going up against not just existing streaming heavyweights, but also newcomers like Disney, which is launching its , for $6.99 and a , for $12.99. Come 2020, there will also be ,, a new streaming service that is expected to combine live TV, including news and sports, and a broader variety of content from across every WarnerMedia property with all of HBO’s existing offerings. ,Meanwhile, Amazon, Disney, and Netflix are spending fortunes to compete with one another. For instance, Amazon , for an estimated $150 million deal to create original content for its Prime Video platform. ,Netflix, which is expected to spend more than $14 billion this year on original content, just spent north of $200 million, and perhaps as much as $250 million, to ,, a deal said to be comparable to the ones it gave to show creators Ryan Murphy and Shonda Rhimes. And Disney is expected to ,, with the intention of reserving streaming access to those new films to Disney Plus subscribers. ,We still don’t know a whole lot about Apple’s TV Plus, which has yet to get pricing or a release date. But it’s expected to launch some time in the next two months, and Apple has built up an office in Culver City in Los Angeles to manage its growing TV and film ambitions, the ,reports. ,, Apple may price the service at $9.99 a month and launch it in November ahead of the launch of Disney Plus. ,The goal is to leverage the ,, which promises to bring in recurring revenue and help Apple offset its ,. Part of that pitch involves growing existing businesses like the App Store, Apple Music, Apple News, and iCloud. But the future of the division and CEO Tim Cook’s ambitions for iOS-based services depends on rounding that out with a successful video product that incorporates film and TV, something Apple has tried for years and failed to crack following the early success of iTunes in the pre-streaming era. "
Apple TV Plus will reportedly cost $9.99 per month and launch in November,"
          Aug 19, 2019,  8:05pm EDT
        ",Nick Statt,"Apple’s forthcoming streaming video service is scheduled to launch in November and come priced at $9.99 a month, according to a ,. ,The company has yet to talk pricing or a release date for the service, despite announcing it back in March of this year. But this window puts Apple’s product right up against the ,, the entertainment juggernaut’s own streaming service that is set to feature a mix of original Disney films, Marvel content, , content, and original shows and movies across all of its properties and networks. ,According to ,, Apple is looking to reach $50 billion in annual services revenue by 2020, and the launch of TV Plus is integral to that milestone. Come November, the service will arrive with only five original shows: ,featuring Jennifer Aniston and Reese Witherspoon; ,featuring ,’s Jason Momoa; a production called , with actress Octavia Spencer; Steven Spielberg’s revival of , and a documentary series called ,It is not yet clear whether Apple will also have licensed content, although the company does own the rights to the entire ,library and is , for its platform.,Still, that’s not a very robust lineup if it is limited to those five show , and Apple is reportedly going to add shows at a pace slower than soon-to-be rivals like Netflix, ,. However, Apple has attracted a number of other big names, including Oprah Winfrey, who is ,, and ,creator Roger Moore, who’s heading up a ,. Apple is also reportedly spending hundreds of millions of dollars on ,and ,each, and it’s been ,. ,However, Apple’s ,, a massive increase from its initial $1 billion pledge two years ago, pales in comparison to the , and the ,. ,That said, Apple does not appear to be launching its service later this year with any kind of bundle in place. That may make its five-show lineup for $10 a month a hard sell against something like Disney+, which is launching on its own for $6.99 per month and will also be available , for $12.99 per month. "
Apple TV Plus can afford to gamble $6 billion in a way that Disney and Hulu can’t,"
          Aug 20, 2019,  3:33pm EDT
        ",Julia Alexander,"Apple is , on its initial lineup of TV shows, documentary series, and other originals that will land on its ,. That’s about $5 billion more than what Apple was originally slated to spend, ,. It’s also about 25 percent of ,.,Unlike Disney — which will allocate just under $7 billion of its estimated $24 billion content budget this year on sports properties like ESPN and another huge portion on theatrical releases — Apple is focusing its content budget entirely on streaming. So it might make more sense to compare Apple’s creative budget to Netflix’s. While Netflix is currently , on its own original series and films this year — more than 300 originals shot around the world — it took six years to get to that level of spending. When Netflix first started looking into developing original content back in 2012 and 2013, its budget was much smaller.,By the time Netflix’s first major original series, ,debuted in 2013, the company ,, which mostly went toward licensing movies and TV series. The company reportedly spent around ,, which is roughly $30 million a season for 10 seasons. It was a huge part of the company’s content investment, but it paid off: ,became ,, and it helped retain subscribers over the next four years. WarnerMedia, which reportedly ,, is expected to ,.,Apple hasn’t joined in on the race to secure popular licensed shows like , and ,, which suggests it’s focusing that $6 billion primarily or entirely on original content. The company is investing in prestige series like ,and ,which are budgeted at a ,, putting them on par with ,final season.,But ,is not ,. ,was a cultural phenomenon that used its budget to secure expensive location spots around the world and build realistic-looking CGI dragons. ,is a newsroom drama starring Jennifer Aniston, Reese Witherspoon, and Steve Carell. There are no dragons in it, at least not based on the initial trailers. ,is a science fiction / fantasy series starring ,’s Jason Momoa, set in a future where everyone is blind. Even for ,, Apple’s attempt to produce a prestigious science fiction series, $15 million an episode is ,. Remember: Apple doesn’t have one Apple TV Plus subscriber yet. ,But Apple isn’t Netflix or WarnerMedia or NBCUniversal, the latter of which is , this year as it figures out its own streaming strategy. It’s an important distinction. Netflix, WarnerMedia, NBCUniversal, and Disney are primarily entertainment companies. Their entire revenues come from people paying, either via subscription or theater tickets, to watch something.,Apple has more in common with Amazon in that regard, which spent more than ,. Like Amazon, Apple has an absurd amount of money in the bank: ,. It can take a risk by investing $6 billion into a select number of shows on a streaming service no one knows much about yet — especially when CEO Tim Cook ,.,Apple is trying to do more with services ,, and the company wants to look outside of traditional hardware sales to continue increasing its revenue. Its push into services — gaming, music, and now streaming — is a big focus for the company, with an expected revenue of more than $100 billion by 2023, according to one Morgan Stanley analyst. ,It’s an understatement to say that Apple has an upper hand in the streaming wars when it comes to available cash flow to invest in its platform. But Apple TV Plus is still a hard sell content-wise. None of its shows are proven hits, and there doesn’t appear to be any licensed programming to bring people in automatically. Taking a blind chance on shows starring Hollywood A-listers is still a tough sell for a service that will ,. That’s even truer now that Disney is planning to launch its service, which will have a recognizable and beloved back catalog of titles alongside anticipated new releases, for $7 a month.,It will take some time to see whether Apple can succeed as a streaming service, joining giants like Netflix and Hulu in a competitive market. Not everyone can; YouTube’s subscription-based programming tier, YouTube Premium, wasn’t considered a success, and it’s moving to ,. What’s clear is that everyone clamoring for a seat at the table is being forced to spend more than ever — and that’s where Apple clearly has no issue. "
Ms. Marvel TV series will bring a live-action Kamala Khan to Disney+,"
          Aug 23, 2019,  6:01pm EDT
        ",Chaim Gartenberg,"A Ms. Marvel show based on the , of the character is coming to the ,, according to ,. The show — which could be formally announced during , for the service this weekend — would be the sixth ,.,While details are slim, , it’s corroborated the report, with the additional detail that the show (like the other announced Disney+ Marvel series) will be produced by Marvel Studios (the company’s film division) and tie directly into the Marvel Cinematic Universe films, as opposed to the Marvel TV wing (which connected shows like ,and the , to the MCU, but only minimally). Marvel Studios head Kevin Feige , in the past, which makes an MCU connection for the series more likely. ,Casting for Ms. Marvel / Kamala Khan also has yet to be announced, although comedian and , staff writer Bisha K. Ali will reportedly be the series’ showrunner and will be scripting episodes. ,The “,” name has a long history in Marvel comics — originally, it was the moniker for Carol Danvers, now better known as Captain Marvel,,thanks to both recent comics and ,. Kamala Khan, the current Ms. Marvel, is a Muslim-American teenager from Jersey City who gains shapeshifting and healing abilities. The character was introduced in 2013 by writer G. Willow Wilson.,will join Disney’s other planned streaming-only Marvel series, including, (planned for 2020), ,pring 2021), ,2021), ,late 2021), and the , on Disney+. The series is ,."
Batman casts a heavy shadow over The CW’s new Batwoman series,"
          Oct  2, 2019,  3:06pm EDT
        ",Samantha Nelson,", the latest entry in The CW’s Arrowverse slate of TV shows based on DC Comics, is set in a version of Gotham City where Batman has been missing for three years. To combat the crime and despair that’s spread through her town, Bruce Wayne’s cousin Kate Kane (Ruby Rose of ,and ,) borrows his equipment and mantle and takes to the streets.,In the first two episodes of ,, which premieres on Sunday, October 6th, most of Gotham just believes Batman has finally returned. Kate hasn’t established her own superhero identity yet. And neither has her show, which feels stitched together from Batman canon, Batwoman’s comics, and elements of other gritty comic book shows.,Kate has her own obligatory tragic backstory, featuring a car accident caused by one of the Joker’s plots. Batman bought enough time for Kate to escape, but the car fell off a bridge with her mother and twin sister, Beth, still in it. Her father Jacob Kane (Dougray Scott of ,) found a mission in Batman’s failure and created the Crows, a private security firm staffed by elite veterans. The ,pilot shows Kate undergoing intense training to join the family business. Then she’s called to help save her former girlfriend and Crow member Sophie Moore (Meagan Tandy) from Alice (Rachel Skarsten), a murderer and terrorist with a penchant for quoting Lewis Carroll, but no relation to Batman’s own ,-themed villain, the Mad Hatter. Alice is Batwoman’s primary enemy in the comics, and two episodes in, the show is already setting up a dynamic akin to Batman and the Joker, where the two define each other and push each other to extreme action.,The problem is that this, like so much of ,, is familiar material. The show’s tough, brooding protagonist makes it feel similar to ,, and it’s clearly meant to be an , replacement, since that show is launching its eighth and final season on October 15th. But while , kicked off with a bizarre mix of elements from ,,,,,and ,, the beginning of ,feels like a much more straightforward mix of street-level heroics and soap-opera family drama.,also had the advantage of riding the leading wave of modern superhero TV shows, which let it escape much comparison with other entrants in a crowded field. ,instead faces comparisons with the much higher production values of Netflix’s Marvel Cinematic Universe shows. In the DC Extended Universe, ,has distinguished itself with its higher power level and overtly political plotlines, while ,and ,lean into superhero silliness. But the grittiness of , puts the show more in line with Netflix’s ,or ,.,While Netflix’s shows were narratively inconsistent, they delivered phenomenal performances accompanied by gorgeous sets and genre-defining fight scenes that The CW’s budget simply can’t support.,While the actors may settle into a better dynamic later in this opening season, most of the performances in the first two episodes feel stiff. Skarsten’s performance is the highlight of the show so far, swiftly alternating between whimsical dialogue and vicious threats. But other characters are dealing with the heavy burden of getting enough exposition out of the way to set up a supporting ensemble for Batwoman, in the style of all the other CW shows. That cast includes Kate’s med-student stepsister Mary Hamilton (Nicole Kang) and Luke Fox (Camrus Johnson), son of the Wayne Enterprises researcher played by Morgan Freeman in the Christopher Nolan films. When Kate finds the shockingly obvious secret entrance to the Batcave in Bruce Wayne’s office, Luke agrees to rework one of Batman’s suits to fit her, and teaches her about the hero’s array of useful gadgets. It’s infuriating that so far, Kate still hasn’t asked him how he learned Bruce’s secret, what happened to her cousin, or any questions that don’t suit her immediate needs.,’s writers,have followed in the footsteps of the first seasons of ,and ,by giving their title character an unavailable love interest. Kate and Sophie met while attending a military academy that banned gay relationships. Their romance got Kate expelled, and Sophie renounced her to stay enrolled, eventually graduating and marrying a man. It’s a powerful reminder that while significant progress has been made in LGBT equality, discrimination based on sexual orientation is still legal within many US institutions.,That conflict also has a lot more depth than the ones in ,and , where the heroes pretty much had to wait for their romantic rivals to die so they could make their moves. As Mary puts it during a beautifully awkward family breakfast, “Can we talk about the fact that [Sophie’s] married to a man? I’m not trying to label her or anything, but what’s her deal, exactly?” Sophie doesn’t seem particularly happily married, but the question remains whether she’s bisexual, or has suppressed her sexual identity to help her career. Considering the powerful on-screen chemistry she’s shown with Kate, hopefully it won’t take a full season and a dramatic death for them to figure it out.,For a show about an openly gay woman, ,is otherwise surprisingly conservative in its politics. While most of the Arrowverse shows are produced in Vancouver, , shot some of its exterior scenes in Chicago, the same city where ,was filmed. Chicago’s high rates of gun violence have made it a punching bag for Republicans arguing ,, and this version of Gotham carries through the theme by making the city into a nightmare of urban decay. It’s particularly jarring seeing shots of the city’s landmark areas, which are typically populated by international tourists, instead covered with trash and homeless encampments.,The conservative messaging goes beyond the visual cues. While Kate decided to become Batwoman instead of joining the Crows, viewers are still meant to sympathize with Jacob and Sophie as they operate a paramilitary organization within a major American city. Gotham’s police want to lock Alice up in Arkham Asylum, even as she questions Kate’s sanity, in an homage to the “Who’s crazier?” question at the heart of many Batman and Joker plots. Given the controversy around the release of ,and mental illness repeatedly being used as a political scapegoat for mass shootings, it’s unfortunate that , couldn’t take a more nuanced, original approach to the issue.,Rose’s version of Batwoman,first appeared on-screen in 2018 in the Elseworlds Arrowverse crossover event, and the first few episodes of , actually take place before that plot, to establish how she became Gotham’s protector. Two episodes in, she has yet to don the distinctive bright red wig she wore in that event, the one that makes it clear she’s a different Caped Crusader from the one who’s built such a huge fandom. Presumably, the wig will eventually be a plot point showing she isn’t satisfied with living off her cousin’s powerful reputation, and that she intends to forge her own path. Hopefully by then, ,’s writers will be on track to do the same thing."
She-Hulk and Moon Knight are getting their own Disney+ shows,"
          Aug 23, 2019,  7:45pm EDT
        ",Julia Alexander,"In addition to the ,, familiar Marvel characters She-Hulk and Moon Knight are heading to Disney+ to star in their own separate TV series, Marvel Studios president Kevin Feige announced today at the D23 Expo in Anaheim, California.,She-Hulk is Jennifer Walters, cousin of original Hulk Bruce Banner. After Walters received a blood transfusion from Banner, she accidentally took in some of his gamma poisoning and became an intelligent, controlled iteration of the Hulk. ,is about a mercenary named Mark Specter who was left for dead in the Egyptian desert. Marvel , as a man “struggling with multiple personalities and amoral inclinations” who acts like a cloaked avenger.,The announcements didn’t include any details about casting or planned release dates, but the series are in development. Feige also reiterated that all of these series will be integrated with the Marvel Cinematic Universe films. The three new series are set to join the streaming service after a handful of other titles, including "
Disney+ confirms its Obi-Wan Kenobi series will begin shooting in 2020,"
          Aug 23, 2019,  8:36pm EDT
        ",Julia Alexander,"Ewan McGregor’s long-rumored Obi-Wan series is officially coming to Disney+, the company confirmed today. ,McGregor was onstage at D23, the company’s biennial convention, to make the announcement. “It feels so nice to say,” McGregor said. ,Disney and Lucasfilm originally planned a feature-length theatrical , spinoff, ,. But after two , spinoff films, ,and ,didn’t perform as well as Disney had hoped, the Obi-Wan side story,was reportedly taken off the table. A third spinoff movie was planned (reportedly poised to focus on Boba Fett), but Disney and Lucasfilm decided to not move forward. The company ended up pushing back future , installments — including a , and a ,— to 2021.,No launch date for the Obi-Wan spinoff has been announced,at this time. The company plans to begin shooting in 2020."
The first Mandalorian trailer brings a little Mad Max to Star Wars,"
          Aug 23, 2019,  8:31pm EDT
        ",Julia Alexander,"The first public trailer for Jon Favreau’s highly anticipated ,series ,has arrived, and it looks fantastic. ,Although a similar trailer was shown at Star Wars Celebration, it was never made available to the public. The trailer opens with helmets on stakes, and ominous shots of people hanging out in the desert. Then it moves into , action — fighting spaceships, battling droids, and face-to-face confrontations. It certainly feels freakier than a traditional , movie, but it also feels extremely ,. ,is one of the biggest launch titles coming to the ,. It’s heavily inspired by fan-favorite character Boba Fett and his father, Jango. The new Mandalorian character, played by Pedro Pascal (,) will also help fill in the gap between ,, just after the fall of the Empire, and the rise of the First Order.,The goal is to bring a “darker, freakier side of ,,” executive producer Jon Favreau (,) ,. He wants to use the show’s aesthetic to answer questions about what it’s like to be on Tatooine during the era between trilogies. The original ,trilogy, especially the first film, used Tatooine as a significant setting, and Favreau wants to use that area to tell new stories.,gives Favreau the “opportunity to tell a story that’s bigger than television, but you don’t have the same expectations that a big holiday release has, which to me isn’t that type of ,that comes out of me,” he told the ,.,“The type of, that I’m inspired to tell is a smaller thing with new characters,” Favreau said. ,is also the first , live-action TV series, and a major play to bring subscribers to Disney+. The company is hoping to build up a significant subscriber base — around , — and having shows like ,to bring people in is important to hitting that goal. ,will be available to stream when ,. The service will cost $6.99 a month or , with ad-supported Hulu and ESPN+ for $12.99 a month."
Disney+ will give subscribers four simultaneous streams and free 4K,"
          Aug 23, 2019,  8:43pm EDT
        ",Nick Statt,"Disney’s upcoming Disney+ streaming service is shaping up to be quite the deal. ,, the service will launch on November 12th with support for four simultaneous streams and 4K included, all for the base price of $6.99 a month. Subscribers will also be able to create and manage up to seven profiles on a single account. ,That will make it highly competitive with Netflix, which raised its prices earlier this year and has in place stricter limitations on simultaneous streams. Netflix now costs $9 a month for a standard definition plan with only one available stream. If you want HD streaming, you need to pay $13 a month, and that gets you two simultaneous streams. For 4K and four simultaneous streams, it’s $16 a month. (The company also recently ,.) ,Netflix’s price changes have been so dramatic, in fact, that CEO Reed Hastings ,, the first drop in domestic Netflix users since 2011. The setback slowed Netflix’s overall growth and caused its stock to tumble, too. ,Notably, Disney’s ESPN and Hulu bundle for Disney+ won’t have the same simultaneous streaming benefits. With the bundle, which ,, subscribers will only get two simultaneous ESPN+ streams and one basic, ad-supported Hulu stream. ,Of course, Netflix has much more robust library than Disney+ right now, but Disney is filling out its upcoming platform with a number of original shows. The streaming limitation and 4K news, which was disclosed during interviews at Disney’s D23 Expo, joins a flurry of new announcements regarding shows and films coming to Disney+ later this year. ,also reports that Disney will be releasing new episodes of original series on Disney+ weekly, as opposed to all at once like Netflix, a strategy that will likely help it extend the lifespan of its earlier slate of programming while it plays catch up to competitors. ,The company is bringing a ,, as well as ,. Disney also today ,that will be exclusive to Disney+ and ,. ,Prior to D23, Disney has promised a number of other enticing Disney+ benefits, including numerous other ,series like ,and a seventh season of ,; shows focused on popular Marvel characters Hawkeye, Falcon / the Winter Solider, and Loki; and streaming exclusivity for a number of upcoming high-profile films like , and the live-action "
Amazon’s terrific fantasy Carnival Row works best when it isn’t copying Game of Thrones,"
          Aug 30, 2019, 12:19pm EDT
        ",Samantha Nelson,"Since ,ended in May, HBO’s streaming rivals have been racing to capture their share of the viewers who still crave shows packed with fantasy spectacle, intrigue, and sex. Amazon seems especially focused on winning over genre fans: its Prime Video service is currently spinning up an epic-fantasy lineup that promises , and ,. It’s starting its run with the original show ,, which,will release its first eight-episode season on August 30th. It’s a gorgeous, well-written, and unrepentantly political series, but it’s at its absolute worst when the writers try too hard to make it feel like ,.,is set in a world that resembles what the 1800s might have looked like if the great European powers established colonies and fought proxy wars in the realms of the fae rather than in India or Africa. Six years before the series starts, British Empire stand-in The Burge retreated from the fae nation of Tirnanoc, leaving it in control of The Pact, a group inspired by the World War I ,. The defeat caused a refugee crisis, with desperate fae fleeing to The Burge where they’re largely resigned to a life of menial labor and discrimination.,The story primarily follows Burge investigator Rycroft Philostrate (Orlando Bloom of ,and , franchises) and fresh-off-the-boat faerie Vignette Stonemoss (Cara Delevingne of ,). The two met and fell in love during the war, bonding by sharing a copy of Philo’s favorite scientific-romance novel, and both were left deeply damaged by their parting. A romance novel also sparks an impossible relationship between two soldiers in Brian K. Vaughan and Fiona Staples’ ,comic book series, but while the concept isn’t original, Bloom and Delevingne’s powerful performances bring life to the haunted, soulful Philo and fierce but brittle Vignette.,During their courtship, Vignette and Philo discuss the transcendent power of stories in a way that’s reminiscent of Tyrion’s awful electioneering monologue in the ,But the metatext feels earned here because of the nuanced work series creators René Echevarria (,) and Travis Beacham (the writer of the original script , is based on) are doing to explore empathy and discrimination. ,avoids simplistic narratives where the persecuted fae are good, racists are bad, and the best path for everyone is liberal inclusivity. Instead, they delve into the systemic problems that trap people in bad circumstances and the intense difficulty of enacting change.,The racial narrative weaves throughout the show as Philo investigates a series of murders of fae that his superiors would rather just ignore. Burge Chancellor Absalom Breakspear (Jared Harris of ,and ,) argues that his country must accept refugees because they’re culpable in creating the fae’s plight. But even he uses the show’s colorful collection of racial slurs and seems to have a hard time telling his fae bodyguards apart. Other politicians use the same rhetoric as Donald Trump or Boris Johnson to argue that the new arrivals are taking jobs from citizens and changing the character of the country. The Burge is largely dominated by Caucasians, but it has some people of color in its elite ranks; at one point, Parliament member Sophie Longerbane (Caroline Ford) invokes her own dark complexion and asks whether discrimination against the fae will eventually be seen as the same as that against other humans. In a twist, she concludes that it won’t because the fae “are nothing like us” and deserve their second-class status.,also doesn’t simplify its setting by making discrimination against the fae the world’s only social problem. Women still have little power in this world, and homosexuality is a crime. While the fae are mostly used as a metaphor for refugees and racial discrimination, there’s also an undertone of queerness led by the casting of Delevingne, who is bisexual and genderfluid, playing a bisexual faerie. That subtext is brought home by a subplot involving a gay doctor who secretly performs abortions and operations to help the half-blood children of humans and fae pass as human.,But the best version of ,’s exploration of discrimination involves a plot that effectively combines ,and ,. When socialite Imogen Spurnrose (Tamzin Merchant) learns that the biggest house in town has been purchased, she plots to catch the new owner’s eye. When the buyer turns out to be a fae named Agreus (David Gyasi), she hatches a Jane Austen-esque plot to save her family from financial ruin by having him pay her to ingratiate him into The Burge’s high society. ,That’s a particularly difficult task since Agreus is equally blunt with bigots who view his arrival with disgust and with condescending liberals who want to hear about the homeland he was happy to leave behind. He’s a toughened pragmatist who’s made his fortune in part by helping humans oppress his own people, and he has little patience or sympathy for fae who are trapped in worse circumstances. His plot has almost nothing to do with the main storyline, but the dynamic between him and Imogen, who grows from one of the show’s most hateful characters to one of its strongest, is so compelling that their scenes stand out even as the rest of the show descends into murder, magic, and mayhem.,It’s also one of the few plots that comes to a satisfying conclusion by the end of season 1. While Philo’s intrigue-heavy investigation starts strong and involves some genuinely surprising twists, it fails to stick the landing as it ends up tangled in the show’s mediocre political drama. Both Sophie and Absalom’s wife, Piety (Indira Varma of , and ,), are meant to be masters of manipulation, but they just come across as pale imitations of Littlefinger and Cersei Lannister, respectively. Their schemes involve a battle for control over Piety and Absalom’s slacker son Jonah (Arty Froushan) who is easily the show’s blandest character. Both he and Sophie are thrust into increased prominence in the season finale, which could make them an even bigger drag on the show’s already-announced second season.,But even when the story lags, the visuals never do. Shot in the Czech Republic, the show is filled with wonder-inspiring setpieces like chase scenes along the roofs of The Burge, battles between men and mythical creatures in the snowy mountains of Tirnanoc, and assaults by the scythe-like zeppelins of The Pact. The costumes and makeup are stunning, giving depth to the portrayals of the fae with touches like different styles of horns and the scarification that marks faerie priestesses and mystics.,There’s plenty of sex in ,often made more spectacular through glowing wings faeries can use to take their intimacy to new heights, but there’s none of ,. Instead, ,s writers trust viewers to keep up with their world-building, regularly dropping terms like “Haruspex” and “mimasery” with almost no explanation beyond the immediate context. That tactic avoids clunky exposition that can bog down genre works, and it also makes the world feel mysterious and largely unexplored, even after eight episodes. It’s a clever technique that could keep viewers engrossed in ,’s mysteries for seasons to come and hopefully give the writers the freedom to continue forging their original identity."
"New trailers: The Mandalorian, Motherless Brooklyn, The Morning Show, and more","
          Aug 25, 2019, 12:00pm EDT
        ",Jacob Kastrenakes,"I was excited to watch ,, the new film from , director Paweł Pawlikowski, now that it’s streaming on Amazon. Like ,, , is shot in gorgeous black and white and has a zoomed-in focus on the oppression felt by an individual during war., jumps forward again and again so we can see the isolating effects over time, which is a really neat way to structure a movie that’s trying to show the impact of a seemingly endless standoff. It effectively turns into a series of connected shorts, showing various blips in a couple’s life.,What I found even more confusing was the relationship that it depicted. It’s torn apart and trampled again and again by war, then brought together again by a passion that’s never clearly developed. In the end, the film is effective at showing the destructive forces of war, but I felt lost wondering why this specific couple went through this.,Check out 10 trailers from this week below.,Okay, okay. I'll sign up for Disney+.,Edward Norton wrote, directed, and stars in this adaptation of one of Jonathan Lethem’s best-known novels. It looks like a richly drawn re-creation of the novel’s take on Brooklyn, with plenty of famous faces on board. The film will come out on November 1st.,Here’s the first trailer for what’s likely to be Apple’s first big TV series. It looks like a fictionalized take on a Matt Lauer / , show situation, with everyone looking a little sad but also very ready to be inspirational. It’ll likely come out later this year.,Somehow, the director behind the , films is making a movie about the ouster of Roger Ailes at Fox over sexual harassment allegations. It may be an odd pairing, but it has three major stars leading the film and somewhat uncomfortably dressing up as Fox News personalities. It comes out in December.,Netflix put out , this week for its upcoming Noah Baumbach film, which has Scarlett Johansson and Adam Driver starring as a couple whose marriage appears to be going through ups and downs. Obviously, I’m going to watch it. It’ll come out this fall, and it will be in some theaters, too.,Somehow, we’re lucky enough to be getting two Adam Driver trailers in one week. This one has him playing a congressional staffer who begins to investigate the CIA’s torture program and discovers just how much went wrong. It will come to theaters on November 15th and will start streaming on November 29th.,Director Hassan Fazili tracks his family’s escape from Afghanistan after a documentary he made angered the Taliban and led to the killing of its subject. It looks like a unique and intimate view into the experience of being a refugee. It’ll come to theaters on September 18th.,Here’s the first trailer for the first Netflix series from Ryan Murphy, the ,and, creator who struck a huge deal with Netflix last year to make shows for the streaming service. It looks stylized and sharp in a very entertaining way. It’ll come out on September 27th.,Netflix is now cashing in even more on the Fyre Festival disaster by turning it into the premise for a thriller that seems to have partygoers being hunted while stranded on an island. How did this get made so quickly? It’ll come out on September 12th.,...this is , but underwater.,I cannot believe how much this is just , underwater.,It’s amazing.,The film will come out on January 10th."
"In the first trailer for Apple TV Plus’ Dickinson, the famous poet gets turnt","
          Aug 26, 2019,  4:15pm EDT
        ",Chaim Gartenberg,"Apple has released a trailer for its upcoming Apple TV Plus original series ,. It’s a half-hour anachronistic comedy show starring Hailee Steinfeld (,, , and ,) as the eponymous poet Emily Dickinson. ,Per Apple’s capsule description, “, audaciously explores the constraints of society, gender, and family from the perspective of rebellious young poet Emily Dickinson.” The show was created by Alena Smith, who previously worked on , and ,The brief trailer gives a very different perspective on Dickinson, who was traditionally portrayed as a shy recluse, until scholars began questioning that image of her and exploring how it came from a ,. Instead, , will be showing off the poet “getting turnt” in a far more modern fashion, depicting Emily as a rebellious free spirit who disappoints her parents and apparently… joins a circus?,This trailer doesn’t emphasize the comedy. But based on the music (“I Like Tuh” by Carnage feat. iLoveMakonnen) and the style of the trailer (a rock n roll lute-playing, devil-horn finger poses, and dubstep dance scenes), Smith is apparently adding some anachronistic modernizations in the spirit of recent historical dramadies like , or ,., is the fourth Apple TV Plus show the company has showcased with a full trailer, joining ,, ,, and ,. There’s still no word on how much Apple TV Plus will cost or when these shows will be available to stream."
Mr. Robot’s fourth and final season gets an October 6th premiere date in new trailer,"
          Aug 28, 2019, 10:57am EDT
        ",Chaim Gartenberg,"It’s been two years since ,’s,third season ended, but thanks to a new trailer, we now know when to expect , to kick off: October 6th.,The new trailer for the upcoming season — ,, which was released last month — is predictably light on details. But based on the creepy “Silent Night” soundtrack and the aggressively Christmas-y trappings that are shown off, it seems like the new season will take place around the holidays. ,“We need to get back to work,” Rami Malek’s Elliot says, before being cautioned by the illusory Mr. Robot (Christian Slater) that Elliot’s battle against the corporate monolith E Corp (and, more broadly, the entire institutions of finance and government) is ultimately a futile one. “This is an endless war.”,To find out whether that’s true — along with the rest of the fallout from the various hacks, cracks, and cyberattacks that have piled up in the past three seasons of the show — we will have to wait until the final episodes air this fall. "
